Age,Gender,AnnualIncome,SpendingScore,PurchaseHistory,MembershipDuration,FeedbackScore,ChurnIndicator,Age_Standardized,AnnualIncome_Standardized,SpendingScore_Standardized,PurchaseHistory_Standardized,MembershipDuration_Standardized,FeedbackScore_Standardized,Age_Normalized,AnnualIncome_Normalized,SpendingScore_Normalized,PurchaseHistory_Normalized,MembershipDuration_Normalized,FeedbackScore_Normalized
29,Female,56060,48,17,5,4,0,-1.0121921708742738,-0.7250345930897286,-0.08022933182775739,1.360052334769958,-0.019915777612268423,-0.3661005245988848,0.21568627450980393,0.2882903955179827,0.47959183673469385,0.8888888888888888,0.5,0.375
37,Female,42575,11,12,1,4,0,-0.4681856295914931,-1.2531396803094346,-1.3542573479766955,0.42260242108788043,-1.551898670863697,-0.3661005245988848,0.37254901960784315,0.13809157839631997,0.1020408163265306,0.611111111111111,0.0,0.375
65,Female,119455,31,17,2,7,0,1.4358372648982398,1.7576663341845211,-0.665593555463756,1.360052334769958,-1.16890294755084,0.8264093275147462,0.9215686274509803,0.994397478308328,0.3061224489795918,0.8888888888888888,0.125,0.75
23,Female,54805,72,16,2,9,0,-1.4201970768363597,-0.7741834165573394,0.74616721918777,1.1725623520335424,-1.16890294755084,1.6214158955905003,0.09803921568627455,0.2743119368240497,0.7244897959183673,0.8333333333333333,0.125,1.0
47,Female,74496,1,5,1,9,1,0.21182254701198291,-0.003036418230069892,-1.6985892442331652,-0.889827458067028,-1.551898670863697,1.6214158955905003,0.5686274509803921,0.49363451064256364,0.0,0.22222222222222224,0.0,1.0
60,Male,60117,3,13,3,4,1,1.0958331765965017,-0.5661526992187352,-1.6297228649818714,0.610092403824296,-0.7859072242379828,-0.3661005245988848,0.823529411764706,0.33347813011661714,0.020408163265306124,0.6666666666666666,0.25,0.375
50,Male,103676,65,11,3,4,0,0.41582499999302575,1.1397226804033018,0.5051348918082412,0.23511243835146495,-0.7859072242379828,-0.3661005245988848,0.6274509803921569,0.8186475980441297,0.6530612244897959,0.5555555555555555,0.25,0.375
48,Female,48015,16,18,8,2,1,0.27982336467233054,-1.0400961746012254,-1.1820913998484606,1.5475423175063734,1.1290713923263032,-1.1611070926746387,0.5882352941176471,0.19868346309352763,0.1530612244897959,0.9444444444444444,0.875,0.125
60,Female,119958,4,9,4,8,0,1.0958331765965017,1.7773650259807028,-1.5952896753562242,-0.13986752712136605,-0.4029115009251256,1.223912611552623,0.823529411764706,1.0,0.030612244897959183,0.4444444444444444,0.375,0.875
24,Female,56657,8,17,3,6,0,-1.352196259176012,-0.7016546348346182,-1.4575569168536364,1.360052334769958,-0.7859072242379828,0.42890604347686917,0.11764705882352944,0.29493990933493724,0.07142857142857142,0.8888888888888888,0.25,0.625
27,Male,110387,62,17,2,9,0,-1.1481938061949692,1.4025416081253224,0.40183532293130025,1.360052334769958,-1.16890294755084,1.6214158955905003,0.17647058823529416,0.8933961528608503,0.6224489795918366,0.8888888888888888,0.125,1.0
46,Male,76430,54,13,8,8,0,0.1438217293516353,0.07270368104192947,0.12636980592612446,0.610092403824296,1.1290713923263032,1.223912611552623,0.5490196078431373,0.5151758167095488,0.5408163265306122,0.6666666666666666,0.875,0.875
40,Male,89117,91,3,4,5,1,-0.2641831766104503,0.5695571657698797,1.4003978220750626,-1.264807423539859,-0.4029115009251256,0.03140275943899218,0.43137254901960786,0.6564863389804079,0.9183673469387754,0.1111111111111111,0.375,0.5
37,Male,106056,66,16,7,2,0,-0.4681856295914931,1.2329292141506434,0.5395680814338881,1.1725623520335424,0.7460756690134459,-1.1611070926746387,0.37254901960784315,0.845156547599158,0.6632653061224489,0.8333333333333333,0.75,0.125
39,Female,83257,54,11,1,2,0,-0.3321839942707979,0.34006544822390444,0.12636980592612446,0.23511243835146495,-1.551898670863697,-1.1611070926746387,0.4117647058823529,0.5912164043617247,0.5408163265306122,0.5555555555555555,0.0,0.125
48,Male,45520,66,5,7,3,1,0.27982336467233054,-1.1378063853993838,0.5395680814338881,-0.889827458067028,0.7460756690134459,-0.7636038086367618,0.5882352941176471,0.1708936189171429,0.6632653061224489,0.22222222222222224,0.75,0.25
41,Male,110945,17,11,9,4,1,-0.1961823589501027,1.4243942324240688,-1.1476582102228137,0.23511243835146495,1.5120671156391603,-0.3661005245988848,0.4509803921568628,0.8996112763279536,0.16326530612244897,0.5555555555555555,1.0,0.375
35,Female,99049,33,13,6,5,0,-0.6041872649121883,0.9585182133239115,-0.596727176212462,0.610092403824296,0.36307994570058877,0.03140275943899218,0.33333333333333337,0.7671110814092068,0.32653061224489793,0.6666666666666666,0.625,0.5
46,Male,53857,59,11,7,9,0,0.1438217293516353,-0.8113093804197259,0.29853575405435934,0.23511243835146495,0.7460756690134459,1.6214158955905003,0.5490196078431373,0.2637529098584333,0.5918367346938775,0.5555555555555555,0.75,1.0
48,Male,46478,7,1,6,5,1,0.27982336467233054,-1.1002887974456221,-1.4919901064792833,-1.63978738901269,0.36307994570058877,0.03140275943899218,0.5882352941176471,0.18156402802374666,0.061224489795918366,0.0,0.625,0.5
26,Male,80662,96,15,8,1,0,-1.2161946238553167,0.23843899651199216,1.5725637702032973,0.9850723692971269,1.1290713923263032,-1.558610376712516,0.1568627450980392,0.5623127387754647,0.9693877551020408,0.7777777777777777,0.875,0.0
69,Male,53335,73,15,3,9,0,1.7078405355396302,-0.831752157989521,0.780600408813417,0.9850723692971269,-0.7859072242379828,1.6214158955905003,1.0,0.25793876209888505,0.7346938775510203,0.7777777777777777,0.25,1.0
34,Female,97916,86,9,1,1,0,-0.6721880825725359,0.9141472037710805,1.2282318739468276,-0.13986752712136605,-1.551898670863697,-1.558610376712516,0.3137254901960784,0.7544914848353215,0.8673469387755102,0.4444444444444444,0.0,0.0
44,Female,84957,20,8,1,3,0,0.00782009403094011,0.40664154375771977,-1.0443586413458728,-0.32735750985778156,-1.551898670863697,-0.7636038086367618,0.5098039215686275,0.610151368329602,0.19387755102040813,0.38888888888888884,0.0,0.25
67,Female,33648,11,8,2,4,1,1.571838900218935,-1.6027425066802403,-1.3542573479766955,-0.32735750985778156,-1.16890294755084,-0.3661005245988848,0.9607843137254902,0.03866074113676615,0.1020408163265306,0.38888888888888884,0.125,0.375
64,Female,81399,46,10,3,7,0,1.367836447237892,0.267301692046358,-0.14909571107905134,0.04762245561504946,-0.7859072242379828,0.8264093275147462,0.9019607843137255,0.5705216025662445,0.4591836734693877,0.5,0.25,0.75
27,Female,76849,4,19,1,6,0,-1.1481938061949692,0.08911273047055807,-1.5952896753562242,1.735032300242789,-1.551898670863697,0.42890604347686917,0.17647058823529416,0.5198427284169256,0.030612244897959183,1.0,0.0,0.625
30,Male,118343,46,13,3,3,0,-0.9441913532139263,1.7141177352235784,-0.14909571107905134,0.610092403824296,-0.7859072242379828,-0.7636038086367618,0.23529411764705888,0.9820117842305165,0.4591836734693877,0.6666666666666666,0.25,0.25
66,Male,80839,62,6,1,4,1,1.5038380825585873,0.24537074292933647,0.40183532293130025,-0.7023374753306125,-1.551898670863697,-0.3661005245988848,0.9411764705882354,0.5642842026709438,0.6224489795918366,0.2777777777777778,0.0,0.375
51,Female,94809,6,5,6,8,0,0.48382581765337335,0.7924695985807485,-1.5264232961049304,-0.889827458067028,0.36307994570058877,1.223912611552623,0.6470588235294118,0.7198850536305008,0.05102040816326531,0.22222222222222224,0.625,0.875
43,Male,116396,95,11,5,8,0,-0.06018072362940749,1.6378685246327909,1.5381305805776504,0.23511243835146495,-0.019915777612268423,1.223912611552623,0.4901960784313726,0.9603256813802474,0.9591836734693877,0.5555555555555555,0.5,0.875
21,Male,103810,75,15,9,6,1,-1.5561987121570549,1.1449704432277321,0.8494667880647109,0.9850723692971269,1.5120671156391603,0.42890604347686917,0.05882352941176472,0.8201401187333623,0.7551020408163265,0.7777777777777777,1.0,0.625
53,Female,53958,24,2,2,4,0,0.6198274529740685,-0.8073539770968344,-0.9066258828432848,-1.4522974062762746,-1.16890294755084,-0.3661005245988848,0.6862745098039217,0.26487786948240727,0.2346938775510204,0.05555555555555555,0.125,0.375
37,Female,116663,92,13,2,7,0,-0.4681856295914931,1.6483248878725136,1.4348310117007095,0.610092403824296,-1.16890294755084,0.8264093275147462,0.37254901960784315,0.9632995845446142,0.9285714285714285,0.6666666666666666,0.125,0.75
51,Male,113987,62,4,5,8,0,0.48382581765337335,1.5435262810204609,0.40183532293130025,-1.0773174408034436,-0.019915777612268423,1.223912611552623,0.6470588235294118,0.9334937236163554,0.6224489795918366,0.16666666666666666,0.5,0.875
48,Male,49271,32,2,8,7,0,0.27982336467233054,-0.9909081887244772,-0.631160365838109,-1.4522974062762746,1.1290713923263032,0.8264093275147462,0.5882352941176471,0.21267306000155933,0.31632653061224486,0.05555555555555555,0.875,0.75
55,Female,113494,63,4,9,1,0,0.7558290882947637,1.5242192133156545,0.4362685125569472,-1.0773174408034436,1.5120671156391603,-1.558610376712516,0.7254901960784313,0.9280025840656709,0.6326530612244897,0.16666666666666666,1.0,0.0
28,Female,78106,63,1,8,4,0,-1.0801929885346215,0.13833987875644388,0.4362685125569472,-1.63978738901269,1.1290713923263032,-0.3661005245988848,0.1960784313725491,0.5338434635390561,0.6326530612244897,0.0,0.875,0.375
49,Female,118371,11,10,5,5,0,0.34782418233267814,1.7152142826794294,-1.3542573479766955,0.04762245561504946,-0.019915777612268423,0.03140275943899218,0.607843137254902,0.9823236542252816,0.1020408163265306,0.5,0.5,0.5
32,Female,114256,97,6,3,4,1,-0.8081897178932311,1.5540609690784586,1.6069969598289444,-0.7023374753306125,-0.7859072242379828,-0.3661005245988848,0.27450980392156865,0.9364899032089196,0.9795918367346937,0.2777777777777778,0.25,0.375
38,Male,30652,83,9,1,8,1,-0.4001848119311455,-1.7200730844563055,1.1249323050698867,-0.13986752712136605,-1.551898670863697,1.223912611552623,0.3921568627450981,0.005290651696906956,0.836734693877551,0.4444444444444444,0.0,0.875
62,Male,113703,42,16,5,7,1,1.231834811917197,1.5324041568253999,-0.28682846958163927,1.1725623520335424,-0.019915777612268423,0.8264093275147462,0.8627450980392156,0.9303304708123099,0.4183673469387755,0.8333333333333333,0.5,0.75
54,Male,52193,71,11,3,3,1,0.6878282706344161,-0.8764756292245898,0.7117340295621231,0.23511243835146495,-0.7859072242379828,-0.7636038086367618,0.7058823529411765,0.24521892159811104,0.7142857142857142,0.5555555555555555,0.25,0.25
52,Female,75813,24,16,1,9,1,0.5518266353137209,0.04854047460406824,-0.9066258828432848,1.1725623520335424,-1.551898670863697,1.6214158955905003,0.6666666666666666,0.5083035386106192,0.2346938775510204,0.8333333333333333,0.0,1.0
59,Female,95619,17,7,9,4,0,1.0278323589361542,0.8241911499821547,-1.1476582102228137,-0.514847492594197,1.5120671156391603,-0.3661005245988848,0.8039215686274509,0.7289070070504895,0.16326530612244897,0.33333333333333326,1.0,0.375
18,Male,119371,51,1,5,1,0,-1.7602011651380975,1.7543766918169679,0.023070237049183533,-1.63978738901269,-0.019915777612268423,-1.558610376712516,0.0,0.9934618683240328,0.510204081632653,0.0,0.5,0.0
66,Female,32807,15,12,8,6,0,1.5038380825585873,-1.6356780927649102,-1.2165245894741075,0.42260242108788043,1.1290713923263032,0.42890604347686917,0.9411764705882354,0.029293503079716232,0.14285714285714282,0.611111111111111,0.875,0.625
38,Male,38518,90,11,2,3,0,-0.4001848119311455,-1.412021574180428,1.3659646324494155,0.23511243835146495,-1.16890294755084,-0.7636038086367618,0.3921568627450981,0.09290384379768551,0.9081632653061223,0.5555555555555555,0.125,0.25
60,Male,45717,32,15,5,5,0,1.0958331765965017,-1.1300913907992889,-0.631160365838109,0.9850723692971269,-0.019915777612268423,0.03140275943899218,0.823529411764706,0.17308784709459685,0.31632653061224486,0.7777777777777777,0.5,0.5
40,Male,116380,77,3,1,3,0,-0.2641831766104503,1.6372419260865902,0.9183331673160049,-1.264807423539859,-1.551898670863697,-0.7636038086367618,0.43137254901960786,0.9601474699546675,0.7755102040816326,0.1111111111111111,0.0,0.25
38,Male,115662,94,9,2,4,0,-0.4001848119311455,1.6091233163258376,1.5036973909520035,-0.13986752712136605,-1.16890294755084,-0.3661005245988848,0.3921568627450981,0.9521502322317639,0.9489795918367346,0.4444444444444444,0.125,0.375
69,Male,57732,63,11,3,5,0,1.7078405355396302,-0.6595550450117643,0.4362685125569472,0.23511243835146495,-0.7859072242379828,0.03140275943899218,1.0,0.30691348949109504,0.6326530612244897,0.5555555555555555,0.25,0.5
51,Male,49905,75,18,8,1,1,0.48382581765337335,-0.9660792213312778,0.8494667880647109,1.5475423175063734,1.1290713923263032,-1.558610376712516,0.6470588235294118,0.21973468774016774,0.7551020408163265,0.9444444444444444,0.875,0.0
46,Female,62049,80,1,6,7,0,0.1438217293516353,-0.4904909247650109,1.0216327361929458,-1.63978738901269,0.36307994570058877,0.8264093275147462,0.5490196078431373,0.35499715975540486,0.8061224489795917,0.0,0.625,0.75
33,Female,38828,66,1,9,4,1,-0.7401889002328835,-1.3998812273477912,0.5395680814338881,-1.63978738901269,1.5120671156391603,-0.3661005245988848,0.2941176470588236,0.09635669016829845,0.6632653061224489,0.0,1.0,0.375
52,Male,64215,59,14,6,1,1,0.5518266353137209,-0.40566514657310265,0.29853575405435934,0.7975823865607115,0.36307994570058877,-1.558610376712516,0.6666666666666666,0.3791225314933004,0.5918367346938775,0.7222222222222221,0.625,0.0
65,Male,66816,8,1,7,1,0,1.4358372648982398,-0.30380372040636516,-1.4575569168536364,-1.63978738901269,0.7460756690134459,-1.558610376712516,0.9215686274509803,0.40809302636415284,0.07142857142857142,0.0,0.75,0.0
61,Male,36152,92,12,1,9,0,1.1638339942568494,-1.504679834199844,1.4348310117007095,0.42260242108788043,-1.551898670863697,1.6214158955905003,0.8431372549019608,0.06655082924003969,0.9285714285714285,0.611111111111111,0.0,1.0
43,Male,89485,35,8,6,2,1,-0.06018072362940749,0.5839689323324938,-0.527860796961168,-0.32735750985778156,0.36307994570058877,-1.1611070926746387,0.4901960784313726,0.6605852017687484,0.346938775510204,0.38888888888888884,0.625,0.125
38,Female,107225,81,4,3,1,1,-0.4001848119311455,1.278710070432426,1.0560659258185927,-1.0773174408034436,-0.7859072242379828,-1.558610376712516,0.3921568627450981,0.8581771198805983,0.8163265306122448,0.16666666666666666,0.25,0.0
42,Female,30802,59,19,2,2,0,-0.1281815412897551,-1.7141987230856748,0.29853575405435934,1.735032300242789,-1.16890294755084,-1.1611070926746387,0.47058823529411764,0.006961383811719624,0.5918367346938775,1.0,0.125,0.125
42,Female,93047,62,3,2,7,1,-0.1281815412897551,0.7234654336804058,0.40183532293130025,-1.264807423539859,-1.16890294755084,0.8264093275147462,0.47058823529411764,0.7002595203885009,0.6224489795918366,0.1111111111111111,0.125,0.75
36,Female,35167,37,4,3,3,0,-0.5361864472518407,-1.5432548072003194,-0.4589944177098741,-1.0773174408034436,-0.7859072242379828,-0.7636038086367618,0.3529411764705882,0.05557968835276955,0.36734693877551017,0.16666666666666666,0.25,0.25
59,Male,79235,48,5,1,3,1,1.0278323589361542,0.1825542386727248,-0.08022933182775739,-0.889827458067028,-1.551898670863697,-0.7636038086367618,0.8039215686274509,0.5464185072565466,0.47959183673469385,0.22222222222222224,0.0,0.25
45,Male,57942,69,12,8,5,0,0.07582091169128771,-0.6513309390928813,0.642867650310829,0.42260242108788043,1.1290713923263032,0.03140275943899218,0.5294117647058824,0.3092525144518328,0.693877551020408,0.611111111111111,0.875,0.5
69,Male,49844,58,16,5,7,0,1.7078405355396302,-0.9684681282886676,0.2641025644287123,1.1725623520335424,-0.019915777612268423,0.8264093275147462,1.0,0.21905525668014397,0.5816326530612245,0.8333333333333333,0.5,0.75
69,Female,74054,96,9,7,3,0,1.7078405355396302,-0.020346203068861885,1.5725637702032973,-0.13986752712136605,0.7460756690134459,-0.7636038086367618,1.0,0.48871142001091544,0.9693877551020408,0.4444444444444444,0.75,0.25
56,Male,38333,5,7,1,1,0,0.8238299059551113,-1.4192666198708725,-1.5608564857305773,-0.514847492594197,-1.551898670863697,-1.558610376712516,0.7450980392156864,0.09084327418941651,0.04081632653061224,0.33333333333333326,0.0,0.0
31,Male,45637,36,1,8,2,0,-0.8761905355535787,-1.1332243835302918,-0.4934276073355211,-1.63978738901269,1.1290713923263032,-1.1611070926746387,0.2549019607843137,0.1721967899666968,0.3571428571428571,0.0,0.875,0.125
25,Female,32230,20,16,2,4,1,-1.2841954415156644,-1.6582748028372698,-1.0443586413458728,1.1725623520335424,-1.16890294755084,-0.3661005245988848,0.13725490196078433,0.022866753544736662,0.19387755102040813,0.8333333333333333,0.125,0.375
58,Male,63335,29,6,9,5,0,0.9598315412758065,-0.44012806661413645,-0.7344599347150499,-0.7023374753306125,1.5120671156391603,0.03140275943899218,0.7843137254901961,0.36932090308639914,0.2857142857142857,0.2777777777777778,1.0,0.5
22,Male,62471,63,6,5,5,0,-1.4881978944967071,-0.4739643881089697,0.4362685125569472,-0.7023374753306125,-0.019915777612268423,0.03140275943899218,0.07843137254901966,0.35969748610507796,0.6326530612244897,0.2777777777777778,0.5,0.5
52,Female,92104,75,8,9,9,1,0.5518266353137209,0.686535281863707,0.8494667880647109,-0.32735750985778156,1.5120671156391603,1.6214158955905003,0.6666666666666666,0.6897561844933784,0.7551020408163265,0.38888888888888884,1.0,1.0
23,Female,73187,87,16,9,9,1,-1.4201970768363597,-0.054300011791107716,1.2626650635724745,1.1725623520335424,1.5120671156391603,1.6214158955905003,0.09803921568627455,0.47905458838729803,0.8775510204081631,0.8333333333333333,1.0,1.0
29,Female,84998,90,18,3,6,0,-1.0121921708742738,0.40824720253235885,1.3659646324494155,1.5475423175063734,-0.7859072242379828,0.42890604347686917,0.21568627450980393,0.6106080351076508,0.9081632653061223,0.9444444444444444,0.25,0.625
33,Female,47422,77,11,7,7,1,-0.7401889002328835,-1.0633194832197856,0.9183331673160049,0.23511243835146495,0.7460756690134459,0.8264093275147462,0.2941176470588236,0.192078502132968,0.7755102040816326,0.5555555555555555,0.75,0.75
44,Female,81256,79,18,2,9,0,0.00782009403094011,0.26170146753969,0.9871995465672988,1.5475423175063734,-1.16890294755084,1.6214158955905003,0.5098039215686275,0.5689288379501232,0.7959183673469387,0.9444444444444444,0.125,1.0
37,Male,63989,94,4,5,3,0,-0.4681856295914931,-0.41451585103818633,1.5036973909520035,-1.0773174408034436,-0.019915777612268423,-0.7636038086367618,0.37254901960784315,0.37660529510698254,0.9489795918367346,0.16666666666666666,0.5,0.25
41,Female,44055,10,13,1,7,1,-0.1961823589501027,-1.1951793147858776,-1.3886905376023424,0.610092403824296,-1.551898670863697,0.8264093275147462,0.4509803921568628,0.15457613526247205,0.09183673469387754,0.6666666666666666,0.0,0.75
37,Male,39967,77,3,2,7,1,-0.4681856295914931,-1.355275243340135,0.9183331673160049,-1.264807423539859,-1.16890294755084,0.8264093275147462,0.37254901960784315,0.1090431160267763,0.7755102040816326,0.1111111111111111,0.125,0.75
